sexe;age;presence_enfant_conduite_accompagne;presence_enfants;tranche_de_revenus;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tarif_devis;D_aléatoire
F;69;Non;Non;[40k€+];Private;Minivan;no;5;;Highly Urban/ Urban;18/01/2022;complet;dev_express;282,75;17309-965
F;16;Non;Non;[40k€+];Commercial;Panel Truck;no;1;12.0;Highly Urban/ Urban;23/05/2022;complet;dev_express;251,66;74224-966
M;72;Non;Non;[40k€+];Private;z_SUV;no;0;16.0;Highly Urban/ Urban;16/03/2022;complet;dev_express;257,73;58005-967
M;19;Non;Non;[40k€+];Private;Sports Car;yes;0;;Highly Urban/ Urban;04/04/2022;complet;dev_integral;328,3;59574-968
M;48;Non;Oui;[20k€, 40k€];Private;Sports Car;no;0;1.0;Highly Urban/ Urban;31/03/2022;complet;dev_integral;291,93;24179-969
F;50;Non;Non;[40k€+];Private;Minivan;no;1;22.0;Highly Urban/ Urban;28/02/2022;complet;dev_express;262,53;51178-970
M;60;Non;Non;[40k€+];Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;16/04/2022;complet;dev_premium;413,86;94190-971
F;48;Non;Non;[40k€+];Private;z_SUV;no;4;15.0;Highly Urban/ Urban;12/02/2022;complet;dev_premium;449,75;13090-972
M;51;Non;Non;[0, 20k€];Private;z_SUV;no;0;13.0;z_Highly Rural/ Rural;29/01/2022;complet;dev_express;273,2;20926-973
F;53;Non;Non;[0, 20k€];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;30/04/2022;complet;dev_express;270,23;98112-974
F;76;Non;Non;[40k€+];Commercial;Van;no;0;18.0;Highly Urban/ Urban;25/02/2022;complet;dev_integral;307,28;50485-975
M;16;Non;Oui;[20k€, 40k€];Private;Pickup;yes;3;1.0;Highly Urban/ Urban;30/04/2022;complet;dev_express;269,07;66543-976
F;82;Non;Non;[40k€+];Private;Minivan;no;2;17.0;Highly Urban/ Urban;25/02/2022;complet;dev_express;259,39;39772-977
F;56;Non;Non;[20k€, 40k€];Private;Minivan;no;1;1.0;z_Highly Rural/ Rural;06/05/2022;complet;dev_integral;333,57;83626-978
F;60;Oui;Oui;[0, 20k€];Private;Pickup;yes;2;1.0;Highly Urban/ Urban;16/03/2022;complet;dev_integral;337,47;67445-979
F;40;Non;Non;[20k€, 40k€];Private;Minivan;no;0;7.0;Highly Urban/ Urban;06/04/2022;complet;dev_integral;303,78;47379-980
F;67;Non;Non;[40k€+];Private;Minivan;no;5;13.0;Highly Urban/ Urban;06/03/2022;complet;dev_integral;324,92;43762-981
M;92;Non;Non;[40k€+];Private;Minivan;yes;0;16.0;Highly Urban/ Urban;04/03/2022;complet;dev_express;274,66;79984-982
F;72;Non;Non;[40k€+];Private;Sports Car;no;0;10.0;Highly Urban/ Urban;06/05/2022;complet;dev_express;253,7;25350-983
F;16;Non;Oui;[40k€+];Private;Pickup;no;3;21.0;Highly Urban/ Urban;01/02/2022;complet;dev_integral;324,12;39812-984
M;63;Non;Oui;[40k€+];Commercial;Panel Truck;no;1;23.0;Highly Urban/ Urban;16/03/2022;complet;dev_express;251,99;97514-985
F;59;Non;Non;[40k€+];Commercial;Panel Truck;no;2;8.0;Highly Urban/ Urban;13/03/2022;complet;dev_premium;390,63;87525-986
M;4;Non;Non;[40k€+];Commercial;Pickup;no;0;1.0;Highly Urban/ Urban;16/04/2022;complet;dev_integral;335,07;33690-987
M;41;Non;Non;[40k€+];Commercial;Panel Truck;yes;3;1.0;Highly Urban/ Urban;05/03/2022;complet;dev_express;277,84;52312-988
M;62;Non;Non;[40k€+];Private;Minivan;no;6;17.0;Highly Urban/ Urban;19/03/2022;complet;dev_express;278,36;87695-989
F;41;Non;Oui;[0, 20k€];Commercial;Pickup;no;0;1.0;z_Highly Rural/ Rural;01/05/2022;complet;dev_premium;443,86;26922-990
M;16;Non;Non;[20k€, 40k€];Commercial;Sports Car;no;5;9.0;Highly Urban/ Urban;19/01/2022;complet;dev_integral;334,8;67306-991
F;10;Non;Non;[20k€, 40k€];Private;Pickup;yes;3;11.0;Highly Urban/ Urban;23/01/2022;complet;dev_integral;283,24;10421-992
F;60;Non;Non;Inconnus;Private;Minivan;no;0;1.0;Highly Urban/ Urban;15/03/2022;complet;dev_integral;288,43;53578-993
F;12;Non;Non;[40k€+];Commercial;Sports Car;no;0;1.0;Highly Urban/ Urban;14/01/2022;complet;dev_integral;303,24;94499-994
M;81;Non;Non;[20k€, 40k€];Private;Sports Car;no;3;1.0;Highly Urban/ Urban;22/01/2022;complet;dev_express;275,75;53231-995
F;64;Non;Non;[40k€+];Private;Sports Car;no;0;15.0;Highly Urban/ Urban;03/03/2022;complet;dev_integral;282,45;88834-996
M;30;Non;Oui;Inconnus;Private;z_SUV;no;1;8.0;z_Highly Rural/ Rural;01/04/2022;complet;dev_integral;310,43;75299-997
M;70;Non;Non;[40k€+];Commercial;Van;yes;2;1.0;Highly Urban/ Urban;06/04/2022;complet;dev_integral;338,52;99473-998
M;69;Non;Non;[40k€+];Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;16/05/2022;complet;dev_express;268,58;52511-999
M;18;Non;Non;[40k€+];Private;z_SUV;no;0;11.0;Highly Urban/ Urban;15/02/2022;complet;dev_express;271,33;40206-1000
F;88;Non;Non;[0, 20k€];Private;z_SUV;no;2;4.0;z_Highly Rural/ Rural;16/02/2022;complet;dev_integral;304,97;43697-1001
F;60;Non;Non;[40k€+];Private;z_SUV;yes;7;6.0;Highly Urban/ Urban;14/03/2022;complet;dev_express;269,54;52163-1002
F;83;Non;Non;Inconnus;Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;22/04/2022;complet;dev_integral;318,22;69840-1003
M;42;Non;Non;[40k€+];Private;Minivan;no;2;14.0;Highly Urban/ Urban;31/05/2022;complet;dev_integral;326,09;41138-1004
F;44;Non;Non;[0, 20k€];Private;z_SUV;no;0;;Highly Urban/ Urban;25/02/2022;complet;dev_integral;302,22;44959-1005
F;22;Non;Non;[0, 20k€];Private;Minivan;yes;0;4.0;Highly Urban/ Urban;12/03/2022;complet;dev_express;257,91;71632-1006
M;52;Non;Non;[0, 20k€];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;25/05/2022;complet;dev_express;251,18;66703-1007
F;50;Non;Oui;[0, 20k€];Private;z_SUV;no;3;1.0;Highly Urban/ Urban;11/02/2022;complet;dev_express;270,37;36034-1008
M;61;Oui;Oui;[40k€+];Commercial;Panel Truck;no;0;12.0;Highly Urban/ Urban;09/02/2022;complet;dev_express;253,38;62846-1009
F;60;Non;Oui;[20k€, 40k€];Private;z_SUV;no;0;12.0;Highly Urban/ Urban;23/04/2022;complet;dev_integral;283,64;76577-1010
F;59;Non;Non;[40k€+];Private;z_SUV;no;2;10.0;Highly Urban/ Urban;06/03/2022;complet;dev_integral;331,34;75342-1011
M;31;Non;Oui;[40k€+];Private;z_SUV;no;2;1.0;Highly Urban/ Urban;18/03/2022;complet;dev_express;257,25;43903-1012
F;73;Non;Oui;[20k€, 40k€];Private;Pickup;no;10;1.0;Highly Urban/ Urban;29/03/2022;complet;dev_express;252,38;72024-1013
M;17;Non;Non;[20k€, 40k€];Commercial;Pickup;yes;0;1.0;z_Highly Rural/ Rural;30/03/2022;complet;dev_express;270,11;44745-1014
M;70;Non;Oui;[40k€+];Private;Minivan;yes;0;1.0;Highly Urban/ Urban;18/05/2022;complet;dev_express;284,97;28104-1015
M;61;Oui;Oui;[40k€+];Private;Minivan;yes;6;9.0;Highly Urban/ Urban;01/05/2022;complet;dev_integral;282,75;29524-1016
M;86;Non;Non;[40k€+];Private;Minivan;yes;0;18.0;z_Highly Rural/ Rural;04/03/2022;complet;dev_express;278;12469-1017
M;45;Oui;Oui;[40k€+];Private;Minivan;yes;0;14.0;Highly Urban/ Urban;12/03/2022;complet;dev_premium;531,38;63962-1018
M;58;Non;Non;[20k€, 40k€];Commercial;Minivan;yes;3;10.0;Highly Urban/ Urban;14/03/2022;complet;dev_express;270,79;98866-1019
F;25;Non;Non;[40k€+];Private;Minivan;yes;5;18.0;Highly Urban/ Urban;29/01/2022;complet;dev_premium;367,37;72762-1020
F;75;Non;Non;[0, 20k€];Private;Sports Car;no;3;7.0;z_Highly Rural/ Rural;09/05/2022;complet;dev_premium;540,82;44903-1021
F;49;Non;Non;[40k€+];Private;Sports Car;no;0;18.0;Highly Urban/ Urban;15/01/2022;complet;dev_premium;493,54;32723-1022
M;17;Non;Non;[20k€, 40k€];Private;Minivan;yes;1;1.0;z_Highly Rural/ Rural;11/05/2022;complet;dev_express;272,88;65500-1023
M;59;Non;Oui;[40k€+];Private;z_SUV;no;0;;Highly Urban/ Urban;22/05/2022;complet;dev_integral;307,23;22654-1024
M;60;Non;Oui;[40k€+];Private;Sports Car;no;0;15.0;Highly Urban/ Urban;16/03/2022;complet;dev_premium;544,38;53589-1025
F;82;Non;Non;[40k€+];Private;z_SUV;no;4;15.0;Highly Urban/ Urban;10/02/2022;complet;dev_express;275,59;73512-1026
F;43;Non;Oui;[0, 20k€];Private;z_SUV;no;4;6.0;Highly Urban/ Urban;30/05/2022;complet;dev_express;256,94;21268-1027
M;6;Non;Non;[0, 20k€];Commercial;z_SUV;no;1;11.0;Highly Urban/ Urban;10/01/2022;complet;dev_integral;306,95;28626-1028
M;29;Oui;Oui;[20k€, 40k€];Private;z_SUV;no;2;6.0;Highly Urban/ Urban;21/05/2022;complet;dev_integral;297,22;74803-1029
M;36;Non;Non;[40k€+];Private;Van;yes;4;1.0;Highly Urban/ Urban;09/04/2022;complet;dev_express;267,27;46482-1030
F;63;Non;Oui;[40k€+];Commercial;Pickup;yes;5;11.0;Highly Urban/ Urban;13/02/2022;complet;dev_vip;828,68;18893-1031
M;47;Non;Non;[0, 20k€];Private;z_SUV;no;7;6.0;z_Highly Rural/ Rural;25/02/2022;complet;dev_integral;281,86;11640-1032
F;73;Oui;Oui;[40k€+];Private;Minivan;no;6;12.0;Highly Urban/ Urban;02/01/2022;complet;dev_integral;321,45;88085-1033
M;59;Non;Oui;[40k€+];Private;Sports Car;no;0;;Highly Urban/ Urban;02/04/2022;complet;dev_express;283,51;75348-1034
M;52;Non;Oui;Inconnus;Private;Pickup;no;2;1.0;z_Highly Rural/ Rural;03/05/2022;complet;dev_premium;427,77;43456-1035
M;57;Non;Non;Inconnus;Private;Van;no;1;14.0;Highly Urban/ Urban;25/04/2022;complet;dev_express;276,58;32541-1036
F;43;Non;Non;[0, 20k€];Private;Pickup;yes;4;16.0;z_Highly Rural/ Rural;08/03/2022;complet;dev_integral;321,24;84419-1037
F;30;Non;Oui;[20k€, 40k€];Commercial;Minivan;yes;6;;Highly Urban/ Urban;31/05/2022;complet;dev_integral;332,89;35507-1038
M;45;Non;Oui;Inconnus;Commercial;Pickup;yes;0;8.0;z_Highly Rural/ Rural;21/01/2022;complet;dev_integral;291,58;30228-1039
M;75;Non;Non;[0, 20k€];Private;z_SUV;no;1;1.0;Highly Urban/ Urban;27/04/2022;complet;dev_integral;315,24;11882-1040
F;33;Non;Oui;[20k€, 40k€];Private;Minivan;no;0;1.0;Highly Urban/ Urban;25/04/2022;complet;dev_integral;291,28;61949-1041
M;86;Non;Oui;[40k€+];Private;z_SUV;no;0;15.0;Highly Urban/ Urban;05/03/2022;complet;dev_integral;281,15;29131-1042
F;4;Non;Non;[0, 20k€];Private;z_SUV;no;0;1.0;Highly Urban/ Urban;21/01/2022;complet;dev_integral;298,22;57229-1043
M;31;Non;Non;[40k€+];Commercial;Panel Truck;no;4;15.0;Highly Urban/ Urban;25/04/2022;complet;dev_integral;307,11;49707-1044
M;82;Non;Non;[0, 20k€];Private;Minivan;no;1;14.0;Highly Urban/ Urban;29/03/2022;complet;dev_integral;288,21;82176-1045
M;47;Non;Non;[0, 20k€];Commercial;Sports Car;no;6;10.0;Highly Urban/ Urban;13/02/2022;complet;dev_integral;291,09;60281-1046
M;38;Non;Non;[0, 20k€];Private;Sports Car;no;0;1.0;z_Highly Rural/ Rural;11/02/2022;complet;dev_express;262,39;77455-1047
F;39;Non;Non;[0, 20k€];Commercial;Panel Truck;yes;0;9.0;z_Highly Rural/ Rural;28/05/2022;complet;dev_integral;284,65;50665-1048
M;57;Non;Non;[40k€+];Private;Minivan;no;4;8.0;Highly Urban/ Urban;03/04/2022;complet;dev_integral;326,26;81910-1049
F;36;Non;Non;[20k€, 40k€];Private;z_SUV;no;3;9.0;z_Highly Rural/ Rural;20/05/2022;complet;dev_integral;320,46;55953-1050
M;73;Non;Non;[40k€+];Private;Minivan;yes;0;6.0;Highly Urban/ Urban;22/04/2022;complet;dev_express;252,55;72212-1051
M;91;Non;Non;[40k€+];Commercial;z_SUV;no;0;8.0;Highly Urban/ Urban;29/01/2022;complet;dev_integral;334,04;53524-1052
M;24;Non;Oui;[0, 20k€];Private;Minivan;yes;3;1.0;Highly Urban/ Urban;21/05/2022;complet;dev_integral;300,34;34574-1053
M;27;Non;Non;Inconnus;Commercial;Minivan;no;0;8.0;Highly Urban/ Urban;04/05/2022;complet;dev_integral;323,03;69517-1054
F;71;Non;Non;[20k€, 40k€];Private;Minivan;yes;4;12.0;Highly Urban/ Urban;25/01/2022;complet;dev_premium;473,62;65064-1055
M;75;Non;Non;[40k€+];Commercial;Panel Truck;no;0;1.0;Highly Urban/ Urban;27/01/2022;complet;dev_integral;327,5;94556-1056
M;93;Non;Non;[40k€+];Private;Pickup;no;2;17.0;Highly Urban/ Urban;11/03/2022;complet;dev_integral;318,21;99495-1057
F;67;Non;Oui;[40k€+];Commercial;Minivan;no;0;1.0;z_Highly Rural/ Rural;25/05/2022;complet;dev_integral;316,18;32164-1058
F;79;Non;Oui;[40k€+];Commercial;Minivan;no;1;5.0;Highly Urban/ Urban;20/01/2022;complet;dev_premium;512,18;72880-1059
F;17;Non;Non;[40k€+];Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;22/04/2022;complet;dev_integral;329,14;36225-1060
F;72;Non;Non;[40k€+];Commercial;Panel Truck;no;7;15.0;Highly Urban/ Urban;10/02/2022;complet;dev_integral;284,39;33051-1061
M;55;Non;Non;[40k€+];Commercial;Panel Truck;no;4;15.0;Highly Urban/ Urban;24/02/2022;complet;dev_express;268,69;55589-1062
F;73;Non;Non;[40k€+];Private;Sports Car;no;2;12.0;Highly Urban/ Urban;17/03/2022;complet;dev_express;275,2;64499-1063
F;23;Oui;Non;[40k€+];Private;z_SUV;no;4;;Highly Urban/ Urban;04/03/2022;complet;dev_express;254,89;23343-1064
M;42;Non;Non;[0, 20k€];Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;20/04/2022;complet;dev_express;254,92;39604-1065
F;64;Non;Non;[40k€+];Private;Van;no;4;12.0;Highly Urban/ Urban;30/01/2022;complet;dev_express;274,35;28363-1066
M;58;Non;Non;[20k€, 40k€];Private;Minivan;yes;3;17.0;Highly Urban/ Urban;11/02/2022;complet;dev_integral;288,86;63641-1067
F;72;Non;Oui;[40k€+];Private;Sports Car;no;0;1.0;Highly Urban/ Urban;05/03/2022;complet;dev_integral;287,04;37306-1068
F;80;Non;Non;[20k€, 40k€];Commercial;Van;no;7;1.0;Highly Urban/ Urban;16/02/2022;complet;dev_express;269,57;26580-1069
F;11;Non;Non;[40k€+];Private;Van;yes;0;12.0;Highly Urban/ Urban;25/01/2022;complet;dev_integral;332,22;34184-1070
F;51;Oui;Oui;[40k€+];Commercial;Pickup;yes;0;1.0;z_Highly Rural/ Rural;06/03/2022;complet;dev_express;266;98571-1071
F;47;Oui;Oui;[40k€+];Commercial;Van;no;0;1.0;Highly Urban/ Urban;15/04/2022;complet;dev_express;268,23;46962-1072
M;51;Oui;Oui;[40k€+];Commercial;Van;yes;0;11.0;z_Highly Rural/ Rural;24/03/2022;complet;dev_integral;300,69;78302-1073
F;38;Non;Non;[40k€+];Commercial;Panel Truck;yes;3;19.0;Highly Urban/ Urban;06/02/2022;complet;dev_integral;318,82;70385-1074
F;69;Non;Non;[40k€+];Commercial;Pickup;no;1;12.0;Highly Urban/ Urban;27/03/2022;complet;dev_integral;322,82;45580-1075
F;74;Oui;Oui;[20k€, 40k€];Private;Van;no;0;;Highly Urban/ Urban;28/02/2022;complet;dev_express;255,02;72885-1076
F;49;Oui;Oui;[20k€, 40k€];Private;Pickup;yes;0;7.0;Highly Urban/ Urban;17/02/2022;complet;dev_express;264,41;43112-1077
F;58;Non;Non;[40k€+];Private;z_SUV;no;3;8.0;Highly Urban/ Urban;21/03/2022;complet;dev_integral;308,53;22392-1078
F;55;Non;Non;[20k€, 40k€];Commercial;Panel Truck;yes;0;1.0;Highly Urban/ Urban;29/04/2022;complet;dev_express;268,28;94217-1079
M;23;Non;Non;[40k€+];Private;Minivan;yes;5;10.0;Highly Urban/ Urban;21/04/2022;complet;dev_express;259,87;48691-1080
F;27;Non;Non;[40k€+];Commercial;Panel Truck;yes;2;1.0;Highly Urban/ Urban;19/01/2022;complet;dev_integral;303,47;67840-1081
M;75;Non;Oui;[40k€+];Private;Minivan;no;0;15.0;Highly Urban/ Urban;09/03/2022;complet;dev_integral;333,73;40949-1082
M;39;Non;Non;[40k€+];Private;Sports Car;no;3;17.0;Highly Urban/ Urban;01/03/2022;complet;dev_express;259,31;19416-1083
M;19;Non;Non;[40k€+];Private;z_SUV;no;0;18.0;Highly Urban/ Urban;25/02/2022;complet;dev_express;284,29;76722-1084
F;20;Non;Oui;[40k€+];Commercial;Minivan;yes;0;1.0;Highly Urban/ Urban;06/04/2022;complet;dev_integral;318,58;39804-1085
F;72;Oui;Oui;[0, 20k€];Private;Sports Car;no;4;4.0;Highly Urban/ Urban;04/04/2022;complet;dev_express;277,58;48580-1086
F;39;Oui;Oui;[40k€+];Private;Minivan;no;5;1.0;Highly Urban/ Urban;04/02/2022;complet;dev_express;263,24;16635-1087
M;83;Non;Non;Inconnus;Commercial;Van;yes;2;8.0;Highly Urban/ Urban;06/01/2022;complet;dev_express;251,49;24911-1088
F;22;Non;Non;[40k€+];Private;z_SUV;no;0;14.0;Highly Urban/ Urban;15/03/2022;complet;dev_integral;307,83;60394-1089
M;55;Non;Oui;[40k€+];Commercial;Van;yes;3;1.0;Highly Urban/ Urban;23/01/2022;complet;dev_express;268,95;35748-1090
M;68;Non;Non;[20k€, 40k€];Private;Pickup;yes;0;1.0;Highly Urban/ Urban;18/02/2022;complet;dev_integral;312;86432-1091
F;60;Non;Oui;[20k€, 40k€];Private;Sports Car;yes;8;6.0;Highly Urban/ Urban;09/02/2022;complet;dev_integral;284,16;93248-1092
F;47;Non;Oui;[40k€+];Commercial;Pickup;no;0;6.0;z_Highly Rural/ Rural;07/04/2022;complet;dev_integral;330,18;50504-1093
F;44;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;16.0;z_Highly Rural/ Rural;03/04/2022;complet;dev_integral;325,9;84796-1094
F;8;Oui;Oui;[0, 20k€];Commercial;Pickup;no;0;19.0;Highly Urban/ Urban;01/03/2022;complet;dev_integral;322,04;57433-1095
F;56;Oui;Oui;[40k€+];Private;Minivan;no;5;13.0;Highly Urban/ Urban;31/03/2022;complet;dev_premium;320,67;32521-1096
F;48;Non;Oui;[0, 20k€];Private;Minivan;no;4;8.0;Highly Urban/ Urban;24/01/2022;complet;dev_express;257,28;44692-1097
F;60;Non;Non;[40k€+];Commercial;Panel Truck;yes;1;;z_Highly Rural/ Rural;24/02/2022;complet;dev_integral;284,26;44800-1098
M;5;Non;Non;[40k€+];Commercial;Minivan;no;4;12.0;Highly Urban/ Urban;26/01/2022;complet;dev_express;264,28;60460-1099
M;78;Oui;Oui;Inconnus;Commercial;z_SUV;no;3;9.0;Highly Urban/ Urban;07/02/2022;complet;dev_express;270,67;13791-1100
M;41;Non;Oui;[40k€+];Private;Van;no;0;13.0;Highly Urban/ Urban;11/03/2022;complet;dev_vip;931,18;70065-1101
F;72;Non;Non;[20k€, 40k€];Private;Minivan;yes;2;9.0;z_Highly Rural/ Rural;08/03/2022;complet;dev_integral;328,13;60411-1102
M;40;Non;Non;[40k€+];Private;Minivan;yes;1;8.0;Highly Urban/ Urban;15/04/2022;complet;dev_express;269,67;48333-1103
F;59;Non;Non;[40k€+];Commercial;z_SUV;no;0;9.0;Highly Urban/ Urban;29/05/2022;complet;dev_integral;304,48;59940-1104
M;16;Non;Non;[40k€+];Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;16/04/2022;complet;dev_express;269,97;72431-1105
M;8;Oui;Oui;[40k€+];Commercial;Panel Truck;no;9;16.0;Highly Urban/ Urban;22/01/2022;complet;dev_express;261,36;87797-1106
M;10;Non;Non;[40k€+];Commercial;Panel Truck;yes;0;12.0;Highly Urban/ Urban;27/03/2022;complet;dev_premium;342,91;53382-1107
M;7;Non;Oui;[40k€+];Private;z_SUV;no;0;10.0;Highly Urban/ Urban;04/01/2022;complet;dev_integral;298,67;82067-1108
F;65;Non;Non;[40k€+];Commercial;Van;no;8;8.0;Highly Urban/ Urban;13/02/2022;complet;dev_integral;328,59;85759-1109
M;39;Non;Oui;[40k€+];Private;z_SUV;no;5;14.0;Highly Urban/ Urban;19/03/2022;complet;dev_premium;341,41;78639-1110
M;64;Non;Non;[0, 20k€];Commercial;Pickup;no;1;1.0;Highly Urban/ Urban;23/03/2022;complet;dev_integral;317,96;29565-1111
M;34;Non;Non;[40k€+];Private;Sports Car;no;0;21.0;Highly Urban/ Urban;24/02/2022;complet;dev_express;278,24;87650-1112
M;74;Non;Non;[0, 20k€];Private;Sports Car;no;1;1.0;Highly Urban/ Urban;30/05/2022;complet;dev_integral;338,91;19764-1113
M;67;Non;Non;[20k€, 40k€];Private;Van;yes;3;4.0;Highly Urban/ Urban;02/03/2022;complet;dev_express;268,05;61447-1114
F;67;Non;Non;[40k€+];Private;Minivan;no;0;16.0;Highly Urban/ Urban;20/05/2022;complet;dev_integral;323,67;77517-1115
F;48;Non;Non;[40k€+];Private;Pickup;yes;0;10.0;Highly Urban/ Urban;29/04/2022;complet;dev_integral;336,83;93478-1116
M;18;Non;Oui;[20k€, 40k€];Private;Pickup;yes;1;7.0;Highly Urban/ Urban;25/01/2022;complet;dev_express;255;26143-1117
F;42;Non;Non;[40k€+];Commercial;Pickup;yes;1;1.0;Highly Urban/ Urban;03/03/2022;complet;dev_integral;313,6;20108-1118
M;82;Non;Non;[40k€+];Private;Minivan;yes;0;9.0;Highly Urban/ Urban;16/02/2022;complet;dev_express;283,44;75803-1119
F;32;Non;Non;[40k€+];Private;Minivan;yes;1;12.0;Highly Urban/ Urban;08/04/2022;complet;dev_integral;328,75;63737-1120
M;22;Non;Non;[40k€+];Private;Sports Car;no;0;9.0;Highly Urban/ Urban;24/05/2022;complet;dev_integral;335,74;92135-1121
F;59;Non;Non;[40k€+];Commercial;Panel Truck;yes;1;15.0;Highly Urban/ Urban;02/03/2022;complet;dev_integral;302,02;27716-1122
F;81;Non;Non;[40k€+];Commercial;Panel Truck;yes;1;12.0;Highly Urban/ Urban;09/02/2022;complet;dev_premium;355,52;52360-1123
M;20;Oui;Oui;[20k€, 40k€];Commercial;Minivan;no;2;4.0;Highly Urban/ Urban;24/01/2022;complet;dev_integral;332,23;70636-1124
F;6;Non;Oui;[40k€+];Commercial;Pickup;no;0;11.0;z_Highly Rural/ Rural;20/03/2022;complet;dev_express;255,53;92478-1125
M;10;Non;Non;[40k€+];Private;Pickup;yes;1;12.0;Highly Urban/ Urban;16/03/2022;complet;dev_integral;310,59;83034-1126
M;19;Non;Non;[0, 20k€];Commercial;Minivan;yes;0;11.0;z_Highly Rural/ Rural;15/03/2022;complet;dev_express;267,62;91895-1127
F;10;Non;Non;[40k€+];Private;z_SUV;no;0;8.0;z_Highly Rural/ Rural;24/05/2022;complet;dev_integral;301,27;95606-1128
M;11;Non;Non;[40k€+];Private;z_SUV;no;4;7.0;Highly Urban/ Urban;26/03/2022;complet;dev_integral;325,75;77090-1129
F;10;Non;Non;[40k€+];Private;z_SUV;no;5;4.0;Highly Urban/ Urban;28/05/2022;complet;dev_integral;319,13;75007-1130
F;73;Non;Non;[40k€+];Private;z_SUV;no;1;12.0;Highly Urban/ Urban;19/04/2022;complet;dev_integral;300,19;97019-1131
F;36;Non;Non;[20k€, 40k€];Private;Minivan;no;0;1.0;Highly Urban/ Urban;04/04/2022;complet;dev_express;279,12;31622-1132
F;45;Non;Oui;[40k€+];Private;Minivan;yes;3;8.0;Highly Urban/ Urban;25/01/2022;complet;dev_express;273,56;81592-1133
F;89;Non;Non;[20k€, 40k€];Private;z_SUV;no;1;10.0;z_Highly Rural/ Rural;25/02/2022;complet;dev_integral;332,38;36067-1134
M;32;Non;Oui;[40k€+];Private;z_SUV;no;0;7.0;Highly Urban/ Urban;07/03/2022;complet;dev_integral;291,76;38255-1135
F;91;Non;Oui;[20k€, 40k€];Private;z_SUV;no;0;12.0;Highly Urban/ Urban;11/05/2022;complet;dev_integral;304,82;68118-1136
F;66;Non;Non;[20k€, 40k€];Private;z_SUV;no;3;;Highly Urban/ Urban;25/05/2022;complet;dev_express;270,99;66800-1137
F;16;Non;Non;[20k€, 40k€];Private;Sports Car;no;10;2.0;Highly Urban/ Urban;07/02/2022;complet;dev_integral;306,89;95206-1138
F;51;Non;Non;[20k€, 40k€];Private;z_SUV;no;0;10.0;Highly Urban/ Urban;02/03/2022;complet;dev_express;261,76;51924-1139
M;5;Non;Non;[20k€, 40k€];Private;Pickup;no;3;1.0;Highly Urban/ Urban;29/04/2022;complet;dev_integral;328,89;35451-1140
M;72;Oui;Oui;[0, 20k€];Private;Sports Car;no;0;12.0;z_Highly Rural/ Rural;27/02/2022;complet;dev_integral;293,34;28022-1141
F;73;Non;Non;[20k€, 40k€];Commercial;Pickup;yes;2;7.0;z_Highly Rural/ Rural;10/02/2022;complet;dev_express;272,55;33816-1142
F;68;Non;Non;[40k€+];Private;Pickup;yes;4;22.0;Highly Urban/ Urban;07/05/2022;complet;dev_integral;327,5;64602-1143
F;84;Oui;Oui;[40k€+];Commercial;Panel Truck;no;0;;z_Highly Rural/ Rural;19/05/2022;complet;dev_integral;297,55;87808-1144
M;71;Non;Oui;[0, 20k€];Private;Sports Car;no;2;7.0;Highly Urban/ Urban;24/03/2022;complet;dev_express;268,53;71768-1145
M;52;Non;Non;[40k€+];Private;Minivan;yes;3;21.0;Highly Urban/ Urban;18/01/2022;complet;dev_express;266,87;88202-1146
M;79;Non;Oui;[40k€+];Private;z_SUV;no;7;1.0;Highly Urban/ Urban;14/03/2022;complet;dev_integral;294,29;22441-1147
F;83;Non;Non;[20k€, 40k€];Private;z_SUV;no;0;6.0;z_Highly Rural/ Rural;25/01/2022;complet;dev_express;278,53;47583-1148
F;10;Non;Non;[40k€+];Private;Minivan;yes;0;7.0;Highly Urban/ Urban;02/05/2022;complet;dev_premium;504,9;47257-1149
M;72;Non;Non;[40k€+];Commercial;Minivan;no;7;10.0;Highly Urban/ Urban;08/04/2022;complet;dev_express;261,57;82456-1150
M;63;Oui;Oui;[20k€, 40k€];Commercial;Pickup;no;3;9.0;Highly Urban/ Urban;17/05/2022;complet;dev_express;258,82;24824-1151
M;68;Non;Non;[40k€+];Commercial;Panel Truck;yes;5;20.0;Highly Urban/ Urban;20/02/2022;complet;dev_integral;333,27;89427-1152
M;85;Non;Non;[20k€, 40k€];Private;z_SUV;no;1;8.0;z_Highly Rural/ Rural;03/01/2022;complet;dev_integral;334,4;60800-1153
F;65;Non;Non;[40k€+];Private;Minivan;yes;2;20.0;Highly Urban/ Urban;27/05/2022;complet;dev_express;262,45;32643-1154
M;13;Non;Non;[40k€+];Private;Minivan;no;2;1.0;z_Highly Rural/ Rural;22/05/2022;complet;dev_express;283,55;51704-1155
